"","A","B","C"
"seq20631",2.06429616390526e-22,0.00765682852612424,0.992343171473876
"seq20632",1.11220036469307e-15,0.96959050020796,0.0304094997920389
"seq20633",6.06643121175959e-14,0.999996734558634,3.26544130517247e-06
"seq20634",0.999999999999988,1.17129012330195e-14,5.2949131602639e-17
"seq20635",4.64732867332242e-19,0.999999910914943,8.90850568740518e-08
"seq20636",0.99999999954976,4.50239868406259e-10,3.11455855450171e-18
"seq20637",2.81693703148562e-18,0.0715105674793285,0.928489432520672
"seq20638",7.09352645399405e-09,0.999668651613507,0.000331341292967003
"seq20639",7.26627007836748e-23,0.00326011578698617,0.996739884213014
"seq20640",5.24187428847509e-20,0.854548044243382,0.145451955756618
"seq20641",7.75155010068193e-16,0.463566233005191,0.536433766994808
"seq20642",2.17120362413425e-18,0.878727693322193,0.121272306677807
"seq20643",1.11863214043266e-09,0.992166724032345,0.00783327484902247
"seq20644",3.20386718786133e-15,0.999366897638085,0.000633102361911797
"seq20645",6.86200339588762e-16,0.970515576639908,0.0294844233600908
"seq20646",1.76844863465892e-16,0.994794666105753,0.00520533389424665
"seq20647",1.10837966170714e-08,0.999999988916198,5.32291228439951e-15
"seq20648",3.44440772780777e-27,0.956758791587942,0.0432412084120585
"seq20649",9.29415601794341e-15,0.99994752535062,5.24746493709963e-05
"seq20650",1.44250751525548e-05,0.999985534013048,4.09117998489936e-08
"seq20651",2.87686578076568e-15,0.999403555233133,0.000596444766864643
"seq20652",2.31608499734314e-15,0.993465901979251,0.00653409802074636
"seq20653",4.72593263257958e-18,0.984239717495929,0.0157602825040708
"seq20654",2.42145227423073e-15,0.999999004062427,9.95937570705286e-07
"seq20655",7.14258789589898e-14,0.976688983604403,0.0233110163955259
"seq20656",3.7802599544973e-22,0.350264388109646,0.649735611890354
"seq20657",1.36384081453721e-12,0.13010260572034,0.869897394278296
"seq20658",7.74367712100396e-16,0.999999096878969,9.03121030662118e-07
"seq20659",1,5.22980944960139e-18,9.78461643843731e-23
"seq20660",4.70178657832944e-18,0.660657355505252,0.339342644494748
"seq20661",3.72019430051473e-19,0.00860234566141194,0.991397654338588
"seq20662",1.1501371726803e-18,0.999288513772961,0.000711486227039444
"seq20663",1.51648547464253e-15,0.809219261428747,0.190780738571251
"seq20664",1,1.8208360647542e-17,6.4996871070242e-21
"seq20665",4.23087716672891e-16,0.147484941767758,0.852515058232241
"seq20666",2.01846178457608e-16,0.461191615248785,0.538808384751215
"seq20667",9.09893829863466e-15,0.999740300511793,0.000259699488197922
"seq20668",4.93698335652142e-27,0.900538157541865,0.0994618424581348
"seq20669",1.17368676287525e-14,0.962410865247943,0.0375891347520458
"seq20670",1,9.95213808880357e-17,1.27884307246058e-19
"seq20671",1.038714654018e-15,0.999719787234616,0.000280212765383099
"seq20672",1.09763179309649e-06,0.999980590129626,1.83122385804547e-05
"seq20673",1.40663628576081e-08,0.999728245443215,0.000271740490422277
"seq20674",1.0948358225561e-22,0.999999998540344,1.45965631671268e-09
"seq20675",4.83430071087237e-13,0.839535180714053,0.160464819285464
"seq20676",0.999999999843814,1.56000007044679e-10,1.86219940391269e-13
"seq20677",5.19018651319433e-26,0.00751859217051297,0.992481407829487
"seq20678",1.65615654236675e-14,0.999998019023581,1.98097640247329e-06
"seq20679",1.1748604777737e-19,0.789153489393847,0.210846510606153
"seq20680",3.79732222663277e-21,0.998707952914862,0.00129204708513773
"seq20681",1.2871194450881e-18,0.774487321040482,0.225512678959518
"seq20682",4.65627904058345e-20,0.0303630561173156,0.969636943882685
"seq20683",6.78312225033153e-23,0.908300947118235,0.0916990528817655
"seq20684",0.999999999884732,1.15268473509465e-10,6.55781327816298e-20
"seq20685",2.30473257930734e-25,0.07320188130362,0.92679811869638
"seq20686",8.93396676533058e-07,0.999999023705416,8.28979069823159e-08
"seq20687",2.65498544328415e-16,0.999999988883319,1.11166811191538e-08
"seq20688",1.27878301202609e-20,0.20137972714356,0.79862027285644
"seq20689",2.17895950917328e-18,0.999938351313061,6.16486869387261e-05
"seq20690",4.01394542804035e-19,0.0543332565043404,0.94566674349566
"seq20691",1.35484219740478e-22,0.999867576355243,0.000132423644757261
"seq20692",0.999999999999999,1.17626690668544e-15,2.63293473741212e-21
"seq20693",2.38148021231079e-19,0.999658488218356,0.000341511781644422
"seq20694",2.33529866660162e-19,0.0119997166618757,0.988000283338124
"seq20695",2.53401419205437e-16,0.768342369445497,0.231657630554502
"seq20696",1.2409115647183e-08,0.053502289350733,0.946497698240151
"seq20697",1.3278005667379e-13,0.870683628275755,0.129316371724113
"seq20698",3.22196636489117e-21,0.987307302626222,0.0126926973737785
"seq20699",2.79186226819619e-15,0.999999961838176,3.81618209141842e-08
"seq20700",3.61758977634028e-17,0.0356815080979793,0.964318491902021
"seq20701",4.31442354092547e-13,0.999999867609421,1.32390147696487e-07
"seq20702",9.53487984511021e-14,0.999011304862878,0.000988695137026327
"seq20703",0.999913289982246,8.66973805306903e-05,1.26372231610182e-08
"seq20704",2.35266526027322e-21,0.0373652314412768,0.962634768558723
"seq20705",9.38713455615449e-14,0.999973870692986,2.61293069198227e-05
"seq20706",4.50783172486459e-12,0.9999997196847,2.80310792621943e-07
"seq20707",3.26790169206227e-14,0.999997017251199,2.98274876796451e-06
"seq20708",2.26451032124856e-29,1,3.69335270725309e-24
"seq20709",4.20037070634472e-09,0.995469503590019,0.00453049220961028
"seq20710",5.21017946694866e-11,0.00381846974004507,0.996181530207853
"seq20711",7.32736327622896e-11,0.999946994195506,5.300573122031e-05
"seq20712",4.69477439588445e-17,0.84841778884401,0.15158221115599
"seq20713",1.23694733019918e-12,0.223677904180761,0.776322095818002
"seq20714",4.04440489355534e-20,0.999999604664264,3.95335736024991e-07
"seq20715",1.7538012711425e-18,1.72446243679201e-07,0.999999827553756
"seq20716",0.999999999996611,3.38946737916125e-12,1.26794047549033e-17
"seq20717",2.85636477153762e-18,0.999692478726278,0.000307521273721718
"seq20718",4.35691272237858e-20,0.115789190411555,0.884210809588445
"seq20719",6.84067706102352e-30,0.00315676034917802,0.996843239650822
"seq20720",1.64870737072981e-10,0.986639939124179,0.0133600607109502
"seq20721",1.10708239896332e-20,0.000112356020811217,0.999887643979189
"seq20722",3.9796582166862e-23,2.89682729779887e-12,0.999999999997103
"seq20723",3.42718918781871e-24,0.976676043658143,0.0233239563418575
"seq20724",8.40780771410039e-16,0.983745044831724,0.0162549551682754
"seq20725",2.89008127370271e-20,0.961094204312156,0.0389057956878443
"seq20726",4.7893001087669e-17,0.998697170208037,0.0013028297919628
"seq20727",3.10555691711552e-25,0.997544786068074,0.00245521393192624
"seq20728",3.92531741089391e-20,0.971305928025675,0.028694071974325
"seq20729",3.09001532202298e-10,0.920490790904123,0.0795092087868753
"seq20730",1.39074223672186e-12,0.999996780067628,3.21993098111226e-06
"seq20731",9.51448519313849e-19,0.999818493517946,0.000181506482054067
"seq20732",4.86602075810573e-11,0.994738761161718,0.00526123878962223
"seq20733",1.10427479854954e-13,0.999999998438225,1.56166491606012e-09
"seq20734",2.81644054403644e-20,0.414736741198515,0.585263258801485
"seq20735",0.987240247319881,0.0127597526798887,2.30437966694195e-13
"seq20736",2.18591534680971e-17,0.999998601244713,1.39875528719951e-06
"seq20737",5.17031192250359e-20,0.999991893966859,8.10603314074562e-06
"seq20738",8.92156701793078e-09,0.959321339061606,0.040678652016827
"seq20739",4.83416867175078e-20,0.00483419524678213,0.995165804753218
"seq20740",1.0661143436952e-15,0.999999907605524,9.23944746008525e-08
"seq20741",6.10775819601912e-14,0.925840663900066,0.0741593360998728
"seq20742",1.92216535332219e-19,0.999828325709699,0.000171674290300576
"seq20743",7.41942097258467e-11,0.99987940489917,0.00012059502663592
"seq20744",2.33712728467202e-13,0.999845639347336,0.000154360652430166
"seq20745",0.00709543284368766,0.992900430579536,4.13657677677946e-06
"seq20746",1.73027433484677e-23,0.999715708097325,0.000284291902674628
"seq20747",1.86170484661741e-22,0.998992435440349,0.00100756455965139
"seq20748",2.3647698873593e-06,0.999808300601006,0.000189334629106641
"seq20749",3.08913662196489e-31,0.999977007130952,2.29928690481104e-05
"seq20750",1.09464190811922e-08,0.999999987229327,1.82425419626588e-09
"seq20751",1.67715414918332e-16,0.767562787382702,0.232437212617297
"seq20752",2.90737891975533e-20,0.999830371452766,0.000169628547234267
"seq20753",5.93082735843323e-17,2.72162627247324e-05,0.999972783737275
"seq20754",5.99956186323271e-16,0.999999967180464,3.28195350022773e-08
"seq20755",5.34220368225048e-23,0.999135384393399,0.000864615606601515
"seq20756",1.40259338680136e-16,0.986746940611585,0.0132530593884151
"seq20757",1.23388026854935e-12,0.999693384895199,0.000306615103566992
"seq20758",3.24640169744172e-13,0.999900147340047,9.9852659628904e-05
"seq20759",1.83601120049224e-19,0.00110442004160776,0.998895579958392
"seq20760",2.35521714911023e-13,0.998515657091935,0.00148434290782923
"seq20761",4.7441228209554e-15,0.999944053868505,5.59461314898904e-05
"seq20762",7.0929964119273e-13,0.999995458307033,4.54169225763378e-06
"seq20763",9.3192655709728e-17,0.999992182136267,7.81786373340766e-06
"seq20764",6.41374007782839e-26,0.870306446717679,0.129693553282321
"seq20765",5.57896326001069e-21,0.693643855013455,0.306356144986545
"seq20766",1.23000968984181e-23,0.204204636829227,0.795795363170773
"seq20767",1.64086099443568e-20,0.397388077014036,0.602611922985964
"seq20768",5.9802826988762e-26,0.185006667791214,0.814993332208786
"seq20769",7.10413654053366e-21,0.999999999668045,3.31954711195858e-10
"seq20770",1.04376950234201e-17,0.998655816022564,0.0013441839774364
"seq20771",2.75152627302861e-17,0.970697618936904,0.0293023810630963
"seq20772",8.07101450302016e-26,0.99999266357621,7.33642378958556e-06
"seq20773",4.04728672699818e-15,0.480326388943253,0.519673611056743
"seq20774",0.99999999998311,1.68899635662464e-11,3.78547828522828e-17
"seq20775",0.999999999993322,6.67794053292095e-12,1.35737921796526e-18
"seq20776",2.09724260163056e-17,0.00312593651642866,0.996874063483571
"seq20777",9.85463074336483e-22,0.437093430445064,0.562906569554936
"seq20778",1.13277020713673e-18,0.999992447590601,7.55240939842269e-06
"seq20779",6.92945032177066e-14,0.999999210519133,7.89480797248495e-07
"seq20780",1.10925747723541e-24,0.826715261596827,0.173284738403173
"seq20781",8.47050464544221e-18,0.999999438968026,5.61031973713403e-07
"seq20782",9.91943407478037e-13,0.999282235472102,0.000717764526906425
"seq20783",3.4126592238011e-18,0.000623940557562588,0.999376059442437
"seq20784",4.16431822013044e-13,0.999998609703561,1.3902960229825e-06
"seq20785",5.19687997354494e-09,0.99204471688822,0.00795527791489993
"seq20786",7.06006757279715e-21,0.960790280061397,0.0392097199386028
"seq20787",6.90886356854461e-19,0.999999127597428,8.72402571731e-07
"seq20788",6.62852751382625e-18,0.00259538693898588,0.997404613061014
"seq20789",2.10042188063562e-09,0.996627330798835,0.00337266710074293
"seq20790",2.85602440377108e-05,0.999971439707608,4.83544405013294e-11
"seq20791",1.08069122708112e-05,0.918797946188424,0.0811912468993053
"seq20792",1.36735773120377e-23,0.0417892225862654,0.958210777413735
"seq20793",0.999999999961676,3.83244614602829e-11,1.57952964525696e-24
"seq20794",1.37338288783918e-27,3.64284882756726e-05,0.999963571511724
"seq20795",0.999999999999961,3.91483700726631e-14,1.05109407012609e-20
"seq20796",1.43748061655616e-23,0.00326717109975082,0.996732828900249
"seq20797",2.04842270669072e-24,0.0144157471314985,0.985584252868501
"seq20798",4.45798355142037e-15,0.877846665137959,0.122153334862037
"seq20799",9.60376240933678e-10,0.954157394960865,0.0458426040787583
"seq20800",3.04143125922749e-19,0.999998808475073,1.1915249272658e-06
"seq20801",4.11149918244331e-14,0.999825427319181,0.000174572680777793
"seq20802",2.42710387161699e-12,0.987612874095763,0.0123871259018103
"seq20803",5.61452137942462e-14,0.999994500502227,5.49949771701065e-06
"seq20804",3.49800207040163e-25,1.6681528475908e-07,0.999999833184715
"seq20805",5.50102295051604e-17,0.397096879881227,0.602903120118772
"seq20806",0.997373576183147,0.00262642381682876,2.38249599960135e-14
"seq20807",1.84048985046744e-12,0.999993486659609,6.51333855080565e-06
"seq20808",0.00103778012104133,0.998838496714762,0.000123723164196783
"seq20809",1.13379841520186e-16,0.993184973010444,0.00681502698955585
"seq20810",7.59769236894334e-21,0.0258417070323239,0.974158292967676
"seq20811",9.01249811920705e-13,0.99999746462252,2.53537657909878e-06
"seq20812",8.67604185249684e-22,0.999960206999817,3.97930001830888e-05
"seq20813",0.999999999252268,7.47731938334188e-10,4.25227799285516e-22
"seq20814",3.12166072652307e-18,0.585667516171027,0.414332483828973
"seq20815",1.05890749724476e-14,0.910112635283936,0.0898873647160531
"seq20816",6.2716205549576e-18,0.786085902874622,0.213914097125378
"seq20817",1.427810804683e-24,0.457759542329368,0.542240457670632
"seq20818",1.63058625064826e-15,0.778230311523077,0.221769688476921
"seq20819",3.00636367598105e-15,0.00550862462808692,0.99449137537191
"seq20820",7.45450334948663e-15,0.999999268309829,7.31690163110225e-07
"seq20821",1.05608140370346e-13,0.997889554454248,0.00211044554564633
"seq20822",1.04156200986057e-25,0.999544861199897,0.00045513880010271
"seq20823",5.58554044830878e-20,0.786652089405757,0.213347910594243
"seq20824",3.09489056943765e-14,0.954428412606475,0.0455715873934939
"seq20825",8.69926556142506e-17,0.956038838838658,0.0439611611613419
"seq20826",1.63064643224818e-15,0.999991839806417,8.16019358173613e-06
"seq20827",3.45426575064969e-17,0.99993288945851,6.71105414895304e-05
"seq20828",1.95763289550291e-23,0.999944739676705,5.52603232953258e-05
"seq20829",8.18929556464007e-19,0.998750674844992,0.00124932515500765
"seq20830",7.88815912600083e-08,0.995941654888787,0.00405826622962175
"seq20831",5.97706000265116e-19,0.89090705336672,0.10909294663328
"seq20832",1.76343569702962e-08,0.979345287531736,0.0206546948339071
"seq20833",7.35925083590398e-06,0.693373478007951,0.306619162741213
"seq20834",1.14734416395113e-25,5.42018100551876e-06,0.999994579818995
"seq20835",9.57694481260809e-16,0.961530336689478,0.0384696633105209
"seq20836",2.79166903503242e-13,0.999998710865206,1.28913451456302e-06
"seq20837",1.62589842029277e-09,0.06015075933845,0.939849239035652
"seq20838",4.05054652067046e-21,0.0836827441714829,0.916317255828517
"seq20839",6.97779875501305e-08,0.999999930222013,5.56004826980759e-19
"seq20840",8.36094127921212e-06,0.99997232771137,1.93113473509732e-05
"seq20841",2.8171340971015e-22,0.953133860590235,0.0468661394097647
"seq20842",7.92343204879699e-19,0.189818341857054,0.810181658142946
"seq20843",1.60991264004724e-14,0.240408092332347,0.759591907667637
"seq20844",4.39598076450548e-20,0.99921624983055,0.000783750169449884
"seq20845",3.67247043489836e-14,0.935057019954229,0.0649429800457341
"seq20846",1.24786863190494e-17,0.99997392916695,2.60708330498181e-05
"seq20847",1.72597650179519e-22,0.117348114416165,0.882651885583835
"seq20848",3.82077952129739e-16,0.999968902262093,3.10977379067073e-05
"seq20849",1.0643560450377e-11,0.999999342237451,6.57751905016362e-07
"seq20850",1.18386689667318e-07,0.999819182024159,0.000180699589151453
"seq20851",3.0547642838522e-13,0.997188566873206,0.00281143312648916
"seq20852",1.79067262493082e-14,0.705570676908551,0.294429323091431
"seq20853",1.43648157706426e-18,0.999999999996555,3.44497099009833e-12
"seq20854",1.48231055781144e-19,0.832681042806331,0.167318957193669
"seq20855",1.57533534801243e-12,0.999999914461508,8.55369163833548e-08
"seq20856",2.74623531425151e-13,0.99896436529114,0.00103563470858495
"seq20857",2.78682128492788e-28,0.94224045614326,0.05775954385674
"seq20858",4.19525651587756e-25,0.714913976671036,0.285086023328964
"seq20859",2.82265828498404e-20,0.999999990891147,9.1088534373774e-09
"seq20860",6.16730633408909e-09,0.999999967942348,2.58903456500433e-08
"seq20861",2.13646359383839e-16,0.977578088581038,0.0224219114189614
"seq20862",1.8842878357537e-23,0.99999860965494,1.39034506027001e-06
"seq20863",6.46377846825045e-16,0.999999782073492,2.17926507306274e-07
"seq20864",5.18333304996952e-22,0.999985538119115,1.44618808849173e-05
"seq20865",5.44993168177152e-07,0.999999455006802,2.97914302868207e-14
"seq20866",1.28089129810786e-10,0.999999999857325,1.45854495028228e-11
"seq20867",1.42802769999006e-18,0.997319258007122,0.00268074199287813
"seq20868",1.11253642011261e-31,0.9999999848803,1.51196997807497e-08
"seq20869",9.14216458212811e-24,0.017049447780501,0.982950552219499
"seq20870",3.74976990690015e-15,0.999999970884417,2.91155799130045e-08
"seq20871",1.66554070234361e-22,0.730708039928923,0.269291960071077
"seq20872",1.23092851170372e-22,0.999999996237484,3.76251543238567e-09
"seq20873",7.40383398505006e-16,0.999999990348242,9.65175764933873e-09
"seq20874",2.41978551756334e-08,0.0937509669935069,0.906249008808638
"seq20875",1.05303713542073e-21,0.995712065231182,0.00428793476881806
"seq20876",3.97290509363108e-13,0.999999896123758,1.03875844449487e-07
"seq20877",0.177617785130433,0.822382156089311,5.87802564151852e-08
"seq20878",2.16149428258493e-23,0.987132343506352,0.0128676564936477
"seq20879",9.95544350162205e-13,0.999999559627247,4.4037175761656e-07
"seq20880",0.999999996481774,3.51822635293227e-09,4.90406508704076e-19
"seq20881",5.77510566657881e-13,0.999995358085185,4.64191423689732e-06
"seq20882",5.88597540574715e-28,4.40356825630847e-05,0.999955964317437
"seq20883",1.31770793233914e-16,0.963084777485002,0.0369152225149974
"seq20884",6.17392457915747e-24,0.999995766890298,4.23310970216428e-06
"seq20885",0.999999999999754,2.46191387673903e-13,1.6285560348116e-21
"seq20886",2.83607120197943e-22,0.00165152271503604,0.998348477284964
"seq20887",6.10305889563544e-27,0.919924936180045,0.0800750638199554
"seq20888",1.63550764245803e-13,0.999999273214814,7.26785022472975e-07
"seq20889",2.12499794722219e-25,0.99999747035892,2.5296410802099e-06
"seq20890",1.42427356569093e-19,0.999526682988745,0.000473317011254584
"seq20891",2.80770013769562e-20,0.982897169139572,0.0171028308604281
"seq20892",2.34962609618244e-21,0.0837095535654329,0.916290446434567
"seq20893",1.20208815298806e-11,0.999998786621668,1.21336631146485e-06
"seq20894",1.20236651534103e-12,0.93209589198516,0.0679041080136375
"seq20895",1.25551295147476e-14,0.999999990619732,9.38025508569252e-09
"seq20896",2.54590276726283e-26,0.299882266406815,0.700117733593185
"seq20897",3.49008993323953e-08,0.999999889615242,7.54838586178562e-08
"seq20898",3.84967310019736e-15,0.122693015533519,0.877306984466478
"seq20899",1,9.46670895302999e-17,4.02891952912744e-17
"seq20900",3.29521694310762e-15,0.999997540039082,2.45996091425088e-06
"seq20901",6.80998072187938e-20,0.993024651473794,0.00697534852620595
"seq20902",6.38536782657856e-24,0.83469513835557,0.16530486164443
"seq20903",2.56211755092243e-22,0.054003325498537,0.945996674501463
"seq20904",6.89304061292433e-15,0.981410914857971,0.0185890851420217
"seq20905",1.61735515179631e-19,4.35623617612066e-06,0.999995643763824
"seq20906",7.1410413644789e-16,0.979671916335104,0.0203280836648953
"seq20907",1.75360340969433e-25,0.975232669018015,0.0247673309819845
"seq20908",2.34944428175088e-18,0.999915300998418,8.46990015823206e-05
"seq20909",5.97586259314771e-14,0.919391581050837,0.0806084189491033
"seq20910",7.92612669752032e-16,0.999998766080291,1.2339197076842e-06
"seq20911",2.37072646179807e-21,0.813647369713615,0.186352630286385
"seq20912",6.00589315829334e-21,0.296122541608099,0.703877458391901
"seq20913",4.99463451856906e-10,0.998553826325298,0.00144617317523902
"seq20914",3.45339527790541e-16,0.999999987262627,1.27373729010079e-08
"seq20915",1.63090207002584e-15,0.999993786289638,6.21371036042967e-06
"seq20916",7.5614535027435e-22,0.000221168688474039,0.999778831311526
"seq20917",3.95234059277505e-23,0.810802483868951,0.189197516131049
"seq20918",2.75697638852275e-19,0.999817623647855,0.000182376352145295
"seq20919",1.91795259931716e-22,0.999999999999922,7.75274097149065e-14
"seq20920",2.02762267278213e-15,0.999997383462302,2.61653769626478e-06
"seq20921",1.0274762052875e-15,0.97415064884205,0.0258493511579494
"seq20922",2.64485644752892e-18,0.954650602237102,0.0453493977628979
"seq20923",0.999999999999989,1.1260034237264e-14,3.70922493565659e-17
"seq20924",7.40412774534738e-25,0.0636923780866315,0.936307621913368
"seq20925",5.83476354449941e-07,0.982979945920605,0.0170194706030401
"seq20926",4.73547625933311e-10,0.999999999505048,2.14048614173786e-11
"seq20927",2.98837149019614e-12,0.999979642612529,2.03573844829849e-05
"seq20928",1.72127216816321e-19,0.831728541258052,0.168271458741948
"seq20929",4.76335422979483e-23,0.000495218290829489,0.999504781709171
"seq20930",2.97686235658975e-20,0.998838747275141,0.00116125272485859
"seq20931",2.00807744486313e-10,0.999990287609028,9.71219016453464e-06
"seq20932",1.77326998078229e-24,0.999430652199867,0.000569347800132644
"seq20933",2.04988337439585e-19,0.999999331131384,6.68868615612175e-07
"seq20934",2.05859929192442e-14,0.0590905550160955,0.940909444983884
"seq20935",1.99781381970044e-22,0.987908076490714,0.0120919235092862
"seq20936",0.99999999213009,7.86947905149338e-09,4.30471334137414e-13
"seq20937",2.54654778371316e-15,0.987576907597065,0.0124230924029328
"seq20938",2.29853464179012e-12,0.999994976702546,5.02329515589792e-06
"seq20939",5.2828304543881e-13,0.999998678079944,1.32191952770275e-06
"seq20940",0.0313080474946332,0.968691951854629,6.50738109228168e-10
"seq20941",5.13439795916387e-14,0.605945590430746,0.394054409569202
"seq20942",8.39122439046795e-13,0.999994510701524,5.48929763691562e-06
"seq20943",0.999999979079735,2.09202510691794e-08,1.41882393188254e-14
"seq20944",7.14534001571524e-17,0.999998778039271,1.22196072911058e-06
"seq20945",2.55877044313319e-16,0.888332122436515,0.111667877563485
"seq20946",3.91311502155416e-19,0.894996774255822,0.105003225744178
"seq20947",7.90771064799423e-23,0.533141937953733,0.466858062046267
"seq20948",4.71608166990029e-19,0.0111194013750859,0.988880598624914
"seq20949",3.9272025755265e-22,0.97113428913644,0.0288657108635603
"seq20950",2.74570366906279e-29,0.0104545155338419,0.989545484466158
"seq20951",4.84189833113701e-18,0.999998468147018,1.53185298163711e-06
"seq20952",1.22588198378384e-15,0.976476469154801,0.0235235308451981
"seq20953",9.08902184670704e-26,0.99979125716534,0.000208742834659544
"seq20954",4.28963237340167e-18,0.200480084180805,0.799519915819195
"seq20955",9.38074847671701e-20,0.999956027247412,4.39727525884178e-05
"seq20956",2.05067915060102e-20,5.57876980551418e-05,0.999944212301945
"seq20957",2.18511557889907e-16,0.998148099329862,0.00185190067013804
"seq20958",7.158617842201e-21,0.292973462388779,0.70702653761122
"seq20959",8.5977094113752e-16,0.990266750212772,0.00973324978722671
"seq20960",1.08288166853989e-11,0.999999786492706,2.1349646542356e-07
"seq20961",5.18943957086753e-14,0.0639786948916095,0.936021305108339
"seq20962",1.42801003628582e-28,2.34753515568213e-06,0.999997652464844
"seq20963",2.51187889285863e-22,0.999975289731826,2.47102681741651e-05
"seq20964",1.04158315686013e-18,0.979251799968679,0.0207482000313208
"seq20965",1.8551565262592e-10,0.488645564559722,0.511354435254762
"seq20966",2.11526050105325e-25,0.999399797115614,0.00060020288438603
"seq20967",3.00931629892865e-19,0.524093691725566,0.475906308274434
"seq20968",1.19086567400397e-23,0.698283954588511,0.301716045411489
"seq20969",2.38567191624736e-25,0.400333482972154,0.599666517027846
"seq20970",1.67502123158817e-14,0.218357504355497,0.781642495644486
"seq20971",1.02154169060682e-17,0.999999954861782,4.51382184491057e-08
"seq20972",9.00596357987649e-14,0.996149056929998,0.0038509430699115
"seq20973",7.96003228791616e-22,0.975381810709798,0.0246181892902021
"seq20974",1.06668884521182e-20,0.979656419828462,0.020343580171538
"seq20975",0.999996018062471,3.98193752758011e-06,1.82242843708098e-15
"seq20976",5.84628473064898e-24,0.997687802572267,0.00231219742773333
"seq20977",5.02284695253865e-14,0.900941408233084,0.0990585917668658
"seq20978",3.59648689182002e-14,0.999999982673208,1.73267559535867e-08
"seq20979",1.39419995550141e-20,0.511558140553302,0.488441859446698
"seq20980",7.29517576588506e-15,0.162398860762046,0.837601139237947
"seq20981",1.92816634115557e-20,0.621313026464044,0.378686973535956
"seq20982",1.32850404091592e-21,0.999992042215244,7.95778475634499e-06
"seq20983",0.000129715209306162,0.999868341899145,1.9428915492586e-06
"seq20984",1,9.17313465426495e-19,2.99541900059568e-19
"seq20985",2.3476466858415e-15,0.997776285231867,0.0022237147681309
"seq20986",5.11898481672469e-18,0.549273726639575,0.450726273360424
"seq20987",5.61116900562294e-18,0.999902492415539,9.75075844611957e-05
"seq20988",1.59893116010077e-13,0.999993510594091,6.48940574929178e-06
"seq20989",9.78003715196882e-13,0.838822419292905,0.161177580706117
"seq20990",7.79497126681787e-25,0.612057523307135,0.387942476692865
"seq20991",9.72833077107937e-25,0.998934898254471,0.00106510174552855
"seq20992",7.12050759391137e-22,0.02660661613014,0.97339338386986
"seq20993",1.14434863746209e-12,0.999999999449301,5.49554462007777e-10
"seq20994",0.223957421394479,0.776042578605322,1.99747299309112e-13
"seq20995",1,1.33485223497164e-19,4.28288553511932e-20
"seq20996",2.67283679499861e-25,0.045774424461678,0.954225575538322
"seq20997",1.52580620735203e-16,0.0118679524696867,0.988132047530313
"seq20998",0.998866885893132,0.00113311410673659,1.31910585388553e-13
"seq20999",8.85855723354807e-17,0.999971424654415,2.85753455848103e-05
"seq21000",1.63416138292351e-17,0.0555398701055068,0.944460129894493
"seq21001",2.05087722389382e-15,0.999823321891859,0.000176678108139086
"seq21002",3.43276760859963e-15,0.999154850213274,0.000845149786722738
"seq21003",4.40450122791321e-14,0.999997285323269,2.7146766866891e-06
"seq21004",4.8466876597998e-30,1.04247424513851e-10,0.999999999895753
"seq21005",6.85853695893839e-24,0.907217690340536,0.0927823096594636
"seq21006",5.80010095193898e-14,0.913787234331882,0.0862127656680603
"seq21007",1.1970338577555e-22,0.999998953057328,1.04694267178482e-06
"seq21008",8.69411166120965e-17,0.973070705094303,0.0269292949056963
"seq21009",8.73677125324589e-11,0.999999576464448,4.23448183776149e-07
"seq21010",1.49702784889242e-20,0.99998159341027,1.84065897297864e-05
"seq21011",1.2358953994157e-13,0.106938070835581,0.893061929164295
"seq21012",4.79814954653606e-20,0.999998891475947,1.10852405322024e-06
"seq21013",3.00485117863177e-14,0.94225731782775,0.0577426821722197
"seq21014",3.74447596668637e-17,0.999183990299811,0.000816009700188867
"seq21015",1.18028831256755e-21,0.936462006175863,0.063537993824137
"seq21016",6.73684075263623e-14,0.00892177815835855,0.991078221841574
"seq21017",5.67156044038587e-14,0.879757583639506,0.120242416360437
"seq21018",5.73468915311113e-13,0.992972957224685,0.00702704277474195
"seq21019",3.79071461453398e-08,0.999999962092854,3.54800226044107e-26
"seq21020",6.56065868329525e-21,0.999999999962871,3.71286619877787e-11
"seq21021",1.95453320610188e-21,0.998307506670987,0.0016924933290127
"seq21022",3.0288465808197e-17,0.760604599803205,0.239395400196795
"seq21023",4.80456039116475e-21,0.0091252946954512,0.990874705304549
"seq21024",3.07726696895846e-24,0.0351968286687861,0.964803171331214
"seq21025",1.8164613754386e-17,0.988191089471913,0.0118089105280865
"seq21026",4.51279855011261e-13,0.99999166080057,8.33919897873841e-06
"seq21027",6.26553839870206e-21,0.0811582267725736,0.918841773227426
"seq21028",1.31797588138763e-15,0.999999469500561,5.30499437354326e-07
"seq21029",4.12992844859508e-19,0.300994520805819,0.699005479194181
"seq21030",2.74711455553008e-12,0.997678100764498,0.00232189923275521
"seq21031",1.15776254189885e-15,3.08627825438615e-07,0.999999691372173
"seq21032",7.47021826200418e-18,0.999968089864333,3.19101356667574e-05
"seq21033",9.50924861567027e-21,0.989078811489415,0.0109211885105845
"seq21034",1,1.69955616871109e-20,5.40438757921318e-23
"seq21035",8.67422091343085e-17,0.0252935549047038,0.974706445095296
"seq21036",6.29618619673259e-23,0.993461646194606,0.00653835380539372
